ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
239594_at	8.43e-01	7.60e-01	3.07e-01	-6.624557	0.10813157	DRAIC	downregulated RNA in cancer, inhibitor of cell invasion and migration
223063_at	8.43e-01	7.60e-01	-3.07e-01	-6.624702	-0.03905848	C1orf198	chromosome 1 open reading frame 198
244119_at	8.44e-01	7.60e-01	-3.06e-01	-6.624773	-0.12504521	LINC00551	long intergenic non-protein coding RNA 551
202703_at	8.44e-01	7.60e-01	3.06e-01	-6.624786	0.01880244	DUSP11	dual specificity phosphatase 11
220621_at	8.44e-01	7.60e-01	-3.06e-01	-6.624918	-0.06075025	FOXE3	forkhead box E3
1566908_at	8.44e-01	7.61e-01	3.06e-01	-6.625001	0.05915989	STPG3	sperm-tail PG-rich repeat containing 3
235781_at	8.44e-01	7.61e-01	-3.05e-01	-6.625136	-0.08774306	CACNA1B	calcium voltage-gated channel subunit alpha1 B
1562628_at	8.45e-01	7.61e-01	3.05e-01	-6.625323	0.15494424	KRT40	keratin 40
229550_at	8.45e-01	7.62e-01	3.04e-01	-6.625408	0.07448296	UNC79	unc-79 homolog (C. elegans)
238849_at	8.45e-01	7.62e-01	3.04e-01	-6.625443	0.06632287	ACY1	aminoacylase 1
227962_at	8.45e-01	7.62e-01	3.04e-01	-6.62551	0.02905508	ACOX1	acyl-CoA oxidase 1
208711_s_at	8.45e-01	7.62e-01	-3.04e-01	-6.625522	-0.05827613	CCND1	cyclin D1
221349_at	8.45e-01	7.62e-01	-3.04e-01	-6.625548	-0.08791734	VPREB1	pre-B lymphocyte 1
204975_at	8.45e-01	7.62e-01	-3.04e-01	-6.625595	-0.09470503	EMP2	epithelial membrane protein 2
213462_at	8.45e-01	7.62e-01	-3.04e-01	-6.625608	-0.09249499	NPAS2	neuronal PAS domain protein 2
238509_at	8.45e-01	7.62e-01	-3.04e-01	-6.625643	-0.04022006	CUL1	cullin 1
209625_at	8.45e-01	7.62e-01	-3.04e-01	-6.625651	-0.02221356	PIGH	phosphatidylinositol glycan anchor biosynthesis class H
204260_at	8.45e-01	7.62e-01	-3.03e-01	-6.625662	-0.06866156	CHGB	chromogranin B
213061_s_at	8.46e-01	7.63e-01	-3.03e-01	-6.625853	-0.01967505	NTAN1	N-terminal asparagine amidase
1558727_at	8.46e-01	7.63e-01	-3.03e-01	-6.625857	-0.09372486	SERP2	stress-associated endoplasmic reticulum protein family member 2
1552897_a_at	8.46e-01	7.63e-01	-3.02e-01	-6.625995	-0.10769422	KCNG3	potassium voltage-gated channel modifier subfamily G member 3
228647_at	8.47e-01	7.64e-01	-3.02e-01	-6.626174	-0.02615455	LOC100049716	uncharacterized LOC100049716
203894_at	8.47e-01	7.64e-01	-3.02e-01	-6.626178	-0.06563606	TUBG2	tubulin gamma 2
219987_at	8.47e-01	7.64e-01	3.02e-01	-6.62618	0.08830649	ERVMER34-1	endogenous retrovirus group MER34 member 1
215725_at	8.47e-01	7.64e-01	3.01e-01	-6.626275	0.03410808	DGCR11	DiGeorge syndrome critical region gene 11 (non-protein coding)
1559620_at	8.47e-01	7.64e-01	3.01e-01	-6.626313	0.06939917	LOC101927768	uncharacterized LOC101927768
1562414_at	8.47e-01	7.64e-01	-3.01e-01	-6.626336	-0.107837	LOC100509814	uncharacterized LOC100509814
243912_x_at	8.47e-01	7.64e-01	3.01e-01	-6.626477	0.06115568	APOBEC3F	apolipoprotein B mRNA editing enzyme catalytic subunit 3F
231497_at	8.47e-01	7.65e-01	-3.00e-01	-6.626558	-0.07443437	ZBTB20-AS1	ZBTB20 antisense RNA 1
1552507_at	8.48e-01	7.65e-01	-3.00e-01	-6.626682	-0.07840643	KCNE4	potassium voltage-gated channel subfamily E regulatory subunit 4
207523_at	8.48e-01	7.65e-01	-3.00e-01	-6.626684	-0.0938204	C6orf10	chromosome 6 open reading frame 10
206826_at	8.48e-01	7.65e-01	3.00e-01	-6.626689	0.07832873	PMP2	peripheral myelin protein 2
231155_at	8.48e-01	7.65e-01	-3.00e-01	-6.626725	-0.08602817	DEFB119	defensin beta 119
208513_at	8.48e-01	7.65e-01	3.00e-01	-6.626751	0.08682136	FOXB1	forkhead box B1
1555662_s_at	8.48e-01	7.65e-01	-3.00e-01	-6.626755	-0.07429976	DAOA	D-amino acid oxidase activator
209029_at	8.48e-01	7.65e-01	3.00e-01	-6.626758	0.01564221	COPS7A	COP9 signalosome subunit 7A
210272_at	8.48e-01	7.65e-01	-2.99e-01	-6.626869	-0.05295379	CYP2B7P	cytochrome P450 family 2 subfamily B member 7, pseudogene
217562_at	8.48e-01	7.66e-01	2.99e-01	-6.626978	0.1007512	BRINP3	BMP/retinoic acid inducible neural specific 3
223335_at	8.48e-01	7.66e-01	2.99e-01	-6.627026	0.02338866	TMEM69	transmembrane protein 69
230765_at	8.48e-01	7.66e-01	-2.99e-01	-6.627085	-0.11212625	NWD2	NACHT and WD repeat domain containing 2
219507_at	8.48e-01	7.66e-01	-2.99e-01	-6.627092	-0.02556937	RSRC1	arginine and serine rich coiled-coil 1
205223_at	8.49e-01	7.66e-01	2.98e-01	-6.627188	0.03603948	DEPDC5	DEP domain containing 5
227099_s_at	8.49e-01	7.66e-01	2.98e-01	-6.627254	0.10392954	C11orf96	chromosome 11 open reading frame 96
207457_s_at	8.49e-01	7.66e-01	2.98e-01	-6.6273	0.04917473	LY6G6F///LY6G6D	lymphocyte antigen 6 complex, locus G6F///lymphocyte antigen 6 complex, locus G6D
1564881_at	8.49e-01	7.67e-01	2.98e-01	-6.627412	0.04972759	LINC01618	long intergenic non-protein coding RNA 1618
239098_at	8.49e-01	7.67e-01	2.97e-01	-6.627471	0.07702633	KCNRG	potassium channel regulator
220222_at	8.49e-01	7.67e-01	2.97e-01	-6.627495	0.04539529	RBM12B-AS1	RBM12B antisense RNA 1
1563770_at	8.49e-01	7.67e-01	2.97e-01	-6.627495	0.07026701	ZBTB8B	zinc finger and BTB domain containing 8B
205777_at	8.49e-01	7.67e-01	2.97e-01	-6.627499	0.08404708	DUSP9	dual specificity phosphatase 9
1552632_a_at	8.49e-01	7.67e-01	-2.97e-01	-6.627506	-0.02392763	ARSG	arylsulfatase G
209577_at	8.49e-01	7.67e-01	2.97e-01	-6.627525	0.02359205	PCYT2	phosphate cytidylyltransferase 2, ethanolamine
218051_s_at	8.49e-01	7.67e-01	2.97e-01	-6.627558	0.10364002	NT5DC2	5'-nucleotidase domain containing 2
226274_at	8.49e-01	7.67e-01	-2.97e-01	-6.627671	-0.02612329	CLCN5	chloride voltage-gated channel 5
208524_at	8.49e-01	7.67e-01	-2.97e-01	-6.627687	-0.06566837	GPR15	G protein-coupled receptor 15
205956_x_at	8.49e-01	7.67e-01	2.97e-01	-6.627689	0.05884161	PSMC3IP	PSMC3 interacting protein
230755_at	8.49e-01	7.68e-01	2.97e-01	-6.627704	0.06695653	RHBDL3	rhomboid like 3
224092_at	8.50e-01	7.68e-01	2.96e-01	-6.627872	0.07338812	BARHL1	BarH like homeobox 1
202141_s_at	8.50e-01	7.68e-01	2.96e-01	-6.627893	0.02070868	COPS8	COP9 signalosome subunit 8
227791_at	8.50e-01	7.68e-01	-2.96e-01	-6.627903	-0.01980908	SLC9A9	solute carrier family 9 member A9
242218_at	8.50e-01	7.68e-01	-2.96e-01	-6.627911	-0.03964889	PPARD	peroxisome proliferator activated receptor delta
211715_s_at	8.50e-01	7.68e-01	-2.96e-01	-6.627943	-0.03508368	BDH1	3-hydroxybutyrate dehydrogenase, type 1
237326_at	8.50e-01	7.68e-01	2.96e-01	-6.627972	0.05824107	LINC00310	long intergenic non-protein coding RNA 310
223150_s_at	8.50e-01	7.69e-01	2.95e-01	-6.628095	0.02645815	PTPN23	protein tyrosine phosphatase, non-receptor type 23
225299_at	8.50e-01	7.69e-01	-2.95e-01	-6.628168	-0.04588805	MYO5B	myosin VB
1552853_at	8.50e-01	7.69e-01	2.95e-01	-6.62817	0.07830028	VWA5B1	von Willebrand factor A domain containing 5B1
208056_s_at	8.50e-01	7.69e-01	-2.95e-01	-6.628179	-0.02533978	CBFA2T3	CBFA2/RUNX1 translocation partner 3
218012_at	8.50e-01	7.69e-01	-2.95e-01	-6.628211	-0.04379899	TSPYL2	TSPY like 2
217228_s_at	8.50e-01	7.69e-01	2.95e-01	-6.628247	0.09236966	ASB4	ankyrin repeat and SOCS box containing 4
1570114_at	8.50e-01	7.69e-01	-2.95e-01	-6.628265	-0.09535893	MDGA2	MAM domain containing glycosylphosphatidylinositol anchor 2
230472_at	8.50e-01	7.69e-01	2.95e-01	-6.628268	0.10274823	IRX1	iroquois homeobox 1
208366_at	8.50e-01	7.69e-01	-2.94e-01	-6.628352	-0.08051179	PCDH11X	protocadherin 11 X-linked
242977_at	8.50e-01	7.69e-01	-2.94e-01	-6.628365	-0.10995635		
39835_at	8.50e-01	7.69e-01	-2.94e-01	-6.628374	-0.02489144	SBF1	SET binding factor 1
218228_s_at	8.51e-01	7.69e-01	-2.94e-01	-6.628436	-0.01917537	TNKS2	tankyrase 2
237450_at	8.51e-01	7.69e-01	2.94e-01	-6.62844	0.07537753	LOC389332	uncharacterized LOC389332
232804_at	8.51e-01	7.70e-01	-2.94e-01	-6.628528	-0.08401936	LINC01426	long intergenic non-protein coding RNA 1426
240894_at	8.51e-01	7.70e-01	-2.94e-01	-6.628542	-0.09243655	LOC102467079	uncharacterized LOC102467079
234420_at	8.51e-01	7.70e-01	-2.94e-01	-6.628558	-0.12083659	PIH2	pregnancy-induced hypertension syndrome-related protein
239444_at	8.51e-01	7.70e-01	2.93e-01	-6.628638	0.07805089	LOC728024	chromosome X open reading frame 56 pseudogene
229485_x_at	8.51e-01	7.70e-01	2.93e-01	-6.628694	0.12348146	SHISA3	shisa family member 3
209218_at	8.51e-01	7.70e-01	2.93e-01	-6.628702	0.0354245	SQLE	squalene epoxidase
206375_s_at	8.51e-01	7.70e-01	-2.93e-01	-6.628761	-0.07594376	HSPB3	heat shock protein family B (small) member 3
210883_x_at	8.51e-01	7.70e-01	-2.93e-01	-6.628784	-0.02557724	EFNB3	ephrin B3
204818_at	8.51e-01	7.70e-01	2.93e-01	-6.628837	0.08231712	HSD17B2	hydroxysteroid 17-beta dehydrogenase 2
215003_at	8.51e-01	7.70e-01	2.93e-01	-6.628853	0.07362412	DGCR9	DiGeorge syndrome critical region gene 9 (non-protein coding)
227864_s_at	8.51e-01	7.70e-01	-2.93e-01	-6.628856	-0.02361043	MVB12A	multivesicular body subunit 12A
207009_at	8.51e-01	7.71e-01	-2.92e-01	-6.628924	-0.06736932	PHOX2B	paired like homeobox 2b
226072_at	8.51e-01	7.71e-01	-2.92e-01	-6.628969	-0.03429198	FUK	fucokinase
225369_at	8.52e-01	7.71e-01	2.92e-01	-6.629014	0.12000947	ESAM	endothelial cell adhesion molecule
235379_at	8.52e-01	7.71e-01	-2.92e-01	-6.629041	-0.09918345	LOC100506114	uncharacterized LOC100506114
1555781_at	8.52e-01	7.71e-01	2.92e-01	-6.629043	0.0270936	PQLC2	PQ loop repeat containing 2
227981_at	8.52e-01	7.71e-01	-2.92e-01	-6.629044	-0.01974782	CYB561D1	cytochrome b561 family member D1
54970_at	8.52e-01	7.71e-01	2.92e-01	-6.629109	0.01866045	ZMIZ2	zinc finger MIZ-type containing 2
203785_s_at	8.52e-01	7.71e-01	-2.92e-01	-6.629128	-0.01830336	DDX28	DEAD-box helicase 28
237805_at	8.52e-01	7.71e-01	2.92e-01	-6.629131	0.06942355	LOC729296	uncharacterized LOC729296
213230_at	8.52e-01	7.71e-01	2.92e-01	-6.629174	0.0788581	CDR2L	cerebellar degeneration related protein 2 like
205742_at	8.52e-01	7.71e-01	-2.91e-01	-6.629237	-0.04839287	TNNI3	troponin I3, cardiac type
226108_at	8.52e-01	7.72e-01	-2.91e-01	-6.629287	-0.02237154	ZC3H18	zinc finger CCCH-type containing 18
1555206_at	8.52e-01	7.72e-01	-2.91e-01	-6.629375	-0.04024102	LOC100287210	uncharacterized LOC100287210
1568854_at	8.52e-01	7.72e-01	2.90e-01	-6.6295	0.11587804	LINC00240	long intergenic non-protein coding RNA 240
231487_at	8.53e-01	7.72e-01	-2.90e-01	-6.629539	-0.09905665	COX8C	cytochrome c oxidase subunit 8C
227281_at	8.53e-01	7.72e-01	2.90e-01	-6.629554	0.04698384	SLC29A4	solute carrier family 29 member 4
233030_at	8.53e-01	7.72e-01	-2.90e-01	-6.629598	-0.07098083	PNPLA3	patatin like phospholipase domain containing 3
220077_at	8.53e-01	7.72e-01	-2.90e-01	-6.629618	-0.07100219	CCDC134	coiled-coil domain containing 134
225447_at	8.53e-01	7.73e-01	2.90e-01	-6.629689	0.03015442	GPD2	glycerol-3-phosphate dehydrogenase 2
222925_at	8.53e-01	7.73e-01	-2.90e-01	-6.629698	-0.10178715	DCDC2	doublecortin domain containing 2
230460_at	8.53e-01	7.73e-01	2.90e-01	-6.629732	0.06846635	MYLK-AS1	MYLK antisense RNA 1
205373_at	8.53e-01	7.73e-01	-2.90e-01	-6.629732	-0.07882333	CTNNA2	catenin alpha 2
218586_at	8.53e-01	7.73e-01	-2.89e-01	-6.629786	-0.02358689	MRGBP	MRG/MORF4L binding protein
215973_at	8.53e-01	7.73e-01	2.89e-01	-6.629947	0.07008405	HCG4B	HLA complex group 4B (non-protein coding)
241553_at	8.53e-01	7.73e-01	2.89e-01	-6.629957	0.06371712	GSG1	germ cell associated 1
206442_at	8.53e-01	7.73e-01	-2.89e-01	-6.629994	-0.07622843	SEMG1	semenogelin I
205295_at	8.54e-01	7.74e-01	-2.88e-01	-6.630098	-0.07233048	CKMT2	creatine kinase, mitochondrial 2
218670_at	8.54e-01	7.74e-01	2.88e-01	-6.630104	0.02308006	PUS1	pseudouridylate synthase 1
222646_s_at	8.54e-01	7.74e-01	-2.88e-01	-6.630152	-0.03812523	ERO1A	endoplasmic reticulum oxidoreductase 1 alpha
207224_s_at	8.54e-01	7.74e-01	2.88e-01	-6.630206	0.0358291	SIGLEC7	sialic acid binding Ig like lectin 7
232124_at	8.54e-01	7.74e-01	-2.88e-01	-6.630226	-0.08935198	FAM198A	family with sequence similarity 198 member A
1558128_at	8.54e-01	7.74e-01	-2.88e-01	-6.630298	-0.10232908	LOC730202	uncharacterized LOC730202
214930_at	8.54e-01	7.74e-01	2.88e-01	-6.6303	0.06237453	SLITRK5	SLIT and NTRK like family member 5
224992_s_at	8.54e-01	7.74e-01	-2.88e-01	-6.630316	-0.03761056	CMIP	c-Maf inducing protein
212354_at	8.54e-01	7.74e-01	2.88e-01	-6.630347	0.06610941	SULF1	sulfatase 1
1566844_at	8.54e-01	7.75e-01	-2.87e-01	-6.630406	-0.07057674	PER4	period circadian clock 3 pseudogene
235126_at	8.54e-01	7.75e-01	2.87e-01	-6.630439	0.05367085	FLVCR1-AS1	FLVCR1 antisense RNA 1 (head to head)
203824_at	8.54e-01	7.75e-01	-2.87e-01	-6.630452	-0.0913118	TSPAN8	tetraspanin 8
220357_s_at	8.54e-01	7.75e-01	2.87e-01	-6.630483	0.0469738	SGK2	SGK2, serine/threonine kinase 2
225355_at	8.54e-01	7.75e-01	-2.87e-01	-6.630509	-0.09062738	NEURL1B	neuralized E3 ubiquitin protein ligase 1B
213398_s_at	8.54e-01	7.75e-01	2.87e-01	-6.630515	0.01660851	SDR39U1	short chain dehydrogenase/reductase family 39U member 1
220317_at	8.54e-01	7.75e-01	-2.87e-01	-6.630582	-0.09871606	LRAT	lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase)
1555725_a_at	8.54e-01	7.75e-01	-2.87e-01	-6.630595	-0.10077023	RGS5	regulator of G-protein signaling 5
222321_at	8.54e-01	7.75e-01	2.87e-01	-6.630608	0.07034429	AGTR2	angiotensin II receptor type 2
204993_at	8.54e-01	7.75e-01	-2.87e-01	-6.630629	-0.06373976	GNAZ	G protein subunit alpha z
236070_at	8.54e-01	7.75e-01	-2.86e-01	-6.630654	-0.03955827	C2orf81	chromosome 2 open reading frame 81
1565775_at	8.54e-01	7.75e-01	-2.86e-01	-6.630663	-0.07491554	LOC101927410	uncharacterized LOC101927410
236308_at	8.54e-01	7.75e-01	-2.86e-01	-6.630712	-0.09912452	VSTM2A	V-set and transmembrane domain containing 2A
237099_at	8.54e-01	7.76e-01	2.86e-01	-6.630759	0.03610724	BPIFA2	BPI fold containing family A member 2
1557613_at	8.55e-01	7.76e-01	-2.86e-01	-6.630833	-0.05117851	KIF9-AS1	KIF9 antisense RNA 1
1561978_at	8.55e-01	7.76e-01	-2.86e-01	-6.63089	-0.07005112	LOC284798	uncharacterized LOC284798
229789_at	8.55e-01	7.76e-01	-2.86e-01	-6.630906	-0.08329125	TIGD3	tigger transposable element derived 3
210319_x_at	8.55e-01	7.76e-01	2.85e-01	-6.63095	0.06032422	MSX2	msh homeobox 2
221313_at	8.55e-01	7.76e-01	2.85e-01	-6.630978	0.03728321	GPR52	G protein-coupled receptor 52
1552903_at	8.55e-01	7.76e-01	2.85e-01	-6.63098	0.0911706	B4GALNT2	beta-1,4-N-acetyl-galactosaminyltransferase 2
1559715_at	8.55e-01	7.76e-01	-2.85e-01	-6.631045	-0.07947383	LOC100507391	uncharacterized LOC100507391
212506_at	8.55e-01	7.76e-01	2.85e-01	-6.631096	0.02876074	PICALM	phosphatidylinositol binding clathrin assembly protein
1556518_at	8.55e-01	7.76e-01	-2.85e-01	-6.631096	-0.07091993	DLG1-AS1	DLG1 antisense RNA 1
205675_at	8.55e-01	7.77e-01	-2.85e-01	-6.631149	-0.09294605	MTTP	microsomal triglyceride transfer protein
1558620_at	8.55e-01	7.77e-01	-2.85e-01	-6.631179	-0.02338155	ZNF621	zinc finger protein 621
226913_s_at	8.55e-01	7.77e-01	2.85e-01	-6.631182	0.09122343	SOX8	SRY-box 8
213853_at	8.55e-01	7.77e-01	2.84e-01	-6.631228	0.03286664	DNAJC24	DnaJ heat shock protein family (Hsp40) member C24
204240_s_at	8.55e-01	7.77e-01	-2.84e-01	-6.631262	-0.03041627	SMC2	structural maintenance of chromosomes 2
1558393_at	8.55e-01	7.77e-01	2.84e-01	-6.631296	0.02023898	KRT7	keratin 7
1564921_at	8.55e-01	7.77e-01	-2.84e-01	-6.631324	-0.05866659	KRTAP13-1	keratin associated protein 13-1
202076_at	8.56e-01	7.77e-01	-2.84e-01	-6.631404	-0.01488632	BIRC2	baculoviral IAP repeat containing 2
220799_at	8.56e-01	7.77e-01	2.84e-01	-6.631412	0.10115536	GCM2	glial cells missing homolog 2
212849_at	8.56e-01	7.77e-01	2.84e-01	-6.631442	0.04324234	AXIN1	axin 1
1569885_at	8.56e-01	7.77e-01	-2.84e-01	-6.63149	-0.0672542	LINC00882	long intergenic non-protein coding RNA 882
236640_at	8.56e-01	7.77e-01	2.84e-01	-6.631491	0.09053864	LOC100507165	uncharacterized LOC100507165
224703_at	8.56e-01	7.78e-01	-2.83e-01	-6.631524	-0.02292135	DCAF5	DDB1 and CUL4 associated factor 5
227716_at	8.56e-01	7.78e-01	2.83e-01	-6.631569	0.02913787	UBXN11	UBX domain protein 11
222384_at	8.56e-01	7.78e-01	-2.83e-01	-6.631588	-0.07979635	SMG7-AS1	SMG7 antisense RNA 1
1557312_at	8.56e-01	7.78e-01	2.83e-01	-6.63161	0.04971126	LINC01465	long intergenic non-protein coding RNA 1465
211145_x_at	8.56e-01	7.78e-01	-2.83e-01	-6.631624	-0.08894293	IFNA21	interferon alpha 21
225132_at	8.56e-01	7.78e-01	-2.83e-01	-6.63165	-0.02035274	FBXL3	F-box and leucine rich repeat protein 3
1563496_at	8.56e-01	7.78e-01	-2.83e-01	-6.631732	-0.10719951	RNF217-AS1	RNF217 antisense RNA 1 (head to head)
213711_at	8.56e-01	7.78e-01	2.82e-01	-6.631805	0.06678979	KRT81	keratin 81
220173_at	8.56e-01	7.78e-01	2.82e-01	-6.631826	0.04544497	BBOF1	basal body orientation factor 1
222870_s_at	8.56e-01	7.79e-01	-2.82e-01	-6.631904	-0.02949191	B3GNT2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2
204497_at	8.57e-01	7.79e-01	2.81e-01	-6.632114	0.03475839	ADCY9	adenylate cyclase 9
220668_s_at	8.57e-01	7.79e-01	-2.81e-01	-6.632159	-0.03823346	DNMT3B	DNA methyltransferase 3 beta
220435_at	8.57e-01	7.79e-01	-2.81e-01	-6.632162	-0.10765463	SLC30A10	solute carrier family 30 member 10
220630_s_at	8.57e-01	7.79e-01	-2.81e-01	-6.632173	-0.08053665	CHIA	chitinase, acidic
1557371_a_at	8.57e-01	7.79e-01	-2.81e-01	-6.632191	-0.07648385	LINC00961	long intergenic non-protein coding RNA 961
51200_at	8.57e-01	7.80e-01	2.81e-01	-6.632231	0.01702712	C19orf60	chromosome 19 open reading frame 60
240117_at	8.57e-01	7.80e-01	2.81e-01	-6.632267	0.06844016	FBN3	fibrillin 3
214403_x_at	8.57e-01	7.80e-01	-2.81e-01	-6.632282	-0.04110428	SPDEF	SAM pointed domain containing ETS transcription factor
219167_at	8.57e-01	7.80e-01	-2.80e-01	-6.632347	-0.06852956	RASL12	RAS like family 12
207648_at	8.57e-01	7.80e-01	-2.80e-01	-6.632376	-0.08857392	DRP2	dystrophin related protein 2
1570225_at	8.57e-01	7.80e-01	2.80e-01	-6.632428	0.0549541	TMEM150B	transmembrane protein 150B
1558954_at	8.58e-01	7.80e-01	2.80e-01	-6.63247	0.06443766	SNORA78	small nucleolar RNA, H/ACA box 78
219256_s_at	8.58e-01	7.80e-01	2.80e-01	-6.632576	0.03728019	SH3TC1	SH3 domain and tetratricopeptide repeats 1
204264_at	8.58e-01	7.81e-01	2.79e-01	-6.63266	0.02819486	CPT2	carnitine palmitoyltransferase 2
1556827_at	8.58e-01	7.81e-01	2.79e-01	-6.632666	0.06954498	LPP-AS2	LPP antisense RNA 2
207516_at	8.58e-01	7.81e-01	-2.79e-01	-6.632702	-0.08555618	CHRNB4	cholinergic receptor nicotinic beta 4 subunit
220984_s_at	8.58e-01	7.81e-01	2.79e-01	-6.632783	0.08573687	SLCO5A1	solute carrier organic anion transporter family member 5A1
220883_at	8.58e-01	7.81e-01	-2.79e-01	-6.632789	-0.08574705	PRO2012	uncharacterized protein PRO2012
235737_at	8.58e-01	7.81e-01	2.79e-01	-6.632813	0.09546627	TSLP	thymic stromal lymphopoietin
209075_s_at	8.58e-01	7.81e-01	2.79e-01	-6.632817	0.02611632	ISCU	iron-sulfur cluster assembly enzyme
226732_at	8.58e-01	7.81e-01	2.79e-01	-6.632869	0.02225508	RBM33	RNA binding motif protein 33
224617_at	8.58e-01	7.81e-01	-2.78e-01	-6.632947	-0.01176511	PTBP3	polypyrimidine tract binding protein 3
230931_at	8.58e-01	7.81e-01	2.78e-01	-6.63295	0.06107099	PLG	plasminogen
201699_at	8.59e-01	7.82e-01	-2.78e-01	-6.633062	-0.02119355	PSMC6	proteasome 26S subunit, ATPase 6
220383_at	8.59e-01	7.82e-01	2.78e-01	-6.633083	0.06045598	ABCG5	ATP binding cassette subfamily G member 5
238590_x_at	8.59e-01	7.82e-01	2.78e-01	-6.633134	0.02214133	TMEM107	transmembrane protein 107
221399_at	8.59e-01	7.82e-01	-2.78e-01	-6.633154	-0.07412856	EDA2R	ectodysplasin A2 receptor
236480_at	8.59e-01	7.82e-01	2.78e-01	-6.633163	0.08948136	MIR210HG	MIR210 host gene
221516_s_at	8.59e-01	7.82e-01	2.77e-01	-6.633185	0.01489326	MIEF1	mitochondrial elongation factor 1
1555268_a_at	8.59e-01	7.82e-01	-2.77e-01	-6.633247	-0.10383936	GRID1	glutamate ionotropic receptor delta type subunit 1
206103_at	8.59e-01	7.82e-01	-2.77e-01	-6.633255	-0.07482569	RAC3	ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3)
210141_s_at	8.59e-01	7.82e-01	-2.77e-01	-6.633285	-0.06500511	INHA	inhibin alpha subunit
47530_at	8.59e-01	7.83e-01	-2.77e-01	-6.633333	-0.02343181	TRMO	tRNA methyltransferase O
1562253_at	8.59e-01	7.83e-01	-2.77e-01	-6.633361	-0.04840544	SLC7A11-AS1	SLC7A11 antisense RNA 1
207878_at	8.59e-01	7.83e-01	2.77e-01	-6.633405	0.03203357	KRT76	keratin 76
240419_at	8.59e-01	7.83e-01	-2.77e-01	-6.633414	-0.09107066	SLC6A15	solute carrier family 6 member 15
231849_at	8.59e-01	7.83e-01	-2.77e-01	-6.63344	-0.06741485	KRT80	keratin 80
219887_at	8.59e-01	7.83e-01	2.76e-01	-6.633488	0.05967941	CCDC87	coiled-coil domain containing 87
1554382_at	8.59e-01	7.83e-01	-2.76e-01	-6.63349	-0.08399075	LINC00656	long intergenic non-protein coding RNA 656
1553507_a_at	8.59e-01	7.83e-01	-2.76e-01	-6.633541	-0.01999797	GPR6	G protein-coupled receptor 6
228082_at	8.59e-01	7.83e-01	2.76e-01	-6.633543	0.07414607	CLMP	CXADR like membrane protein
221800_s_at	8.59e-01	7.83e-01	2.76e-01	-6.633578	0.02271583	FAAP100	Fanconi anemia core complex associated protein 100
210140_at	8.59e-01	7.83e-01	-2.76e-01	-6.633589	-0.05177513	CST7	cystatin F
1563610_at	8.59e-01	7.83e-01	2.76e-01	-6.633594	0.10892141	LOC157273	uncharacterized LOC157273
218605_at	8.60e-01	7.83e-01	-2.76e-01	-6.633629	-0.01997657	TFB2M	transcription factor B2, mitochondrial
1553828_at	8.60e-01	7.84e-01	-2.76e-01	-6.633721	-0.02722804	NXPE1	neurexophilin and PC-esterase domain family member 1
221631_at	8.60e-01	7.84e-01	-2.75e-01	-6.633734	-0.02537505	CACNA1I	calcium voltage-gated channel subunit alpha1 I
220752_at	8.60e-01	7.84e-01	2.75e-01	-6.633782	0.08950495	LOC51145	uncharacterized LOC51145
205298_s_at	8.60e-01	7.84e-01	2.75e-01	-6.633812	0.02721662	BTN2A2	butyrophilin subfamily 2 member A2
228649_at	8.60e-01	7.84e-01	-2.75e-01	-6.633857	-0.04399959	NOTUM	NOTUM, palmitoleoyl-protein carboxylesterase
207054_at	8.60e-01	7.84e-01	2.75e-01	-6.633858	0.0634588	IMPG1	interphotoreceptor matrix proteoglycan 1
212931_at	8.60e-01	7.84e-01	2.75e-01	-6.633911	0.01987633	TCF20	transcription factor 20
217983_s_at	8.60e-01	7.84e-01	-2.74e-01	-6.634032	-0.02203314	RNASET2	ribonuclease T2
222523_at	8.60e-01	7.85e-01	2.74e-01	-6.634042	0.02042355	SENP2	SUMO1/sentrin/SMT3 specific peptidase 2
1562716_at	8.60e-01	7.85e-01	2.74e-01	-6.634071	0.06167627	LOC284632	uncharacterized LOC284632
1552415_a_at	8.60e-01	7.85e-01	2.74e-01	-6.634102	0.07860027	WFDC9	WAP four-disulfide core domain 9
